society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
experion the heartsong,1.55,sector 108,7738.0,3,3,3+,7.0,Relatively New,flat,1750.0,0,1,0,1,0,2,174
ats tourmaline,2.25,sector 109,8704.0,3,4,3,14.0,Relatively New,flat,2339.0,0,1,0,0,0,0,101
dlf regency park,2.25,sector 28,14516.0,3,3,2,16.0,Old Property,flat,1700.0,0,1,0,0,0,0,89
pareena mi casa,1.7,sector 68,8500.0,4,4,3+,23.0,New Property,flat,1809.0,0,0,0,0,0,0,88
signature global park,0.65,sohna road,5637.0,2,2,2,2.0,Relatively New,flat,1043.0,0,0,0,1,0,0,118
independent,1.2,sector 11,4444.0,7,3,0,3.0,Moderately Old,house,300.0,0,0,0,0,0,0,0
independent,5.65,sector 46,23870.0,8,6,3+,3.0,Moderately Old,house,2367.0,0,1,0,0,0,2,67
dlf new town heights,1.25,sector 86,6476.0,3,4,3+,2.0,Relatively New,flat,1747.0,0,1,0,1,0,0,65
experion windchants,2.8,sector 112,11470.0,2,3,2,9.0,Relatively New,flat,2441.15,1,1,0,0,0,0,137
godrej nature plus,1.15,sector 33,11558.0,2,2,2,15.0,Under Construction,flat,103.0,0,0,0,0,0,0,38
independent,2.8,sector 55,18667.0,4,4,0,2.0,Old Property,house,1500.0,0,0,0,0,0,0,0
ansal housing highland park,0.8,sector 103,5878.0,2,2,3,3.0,New Property,flat,1089.0,0,0,0,1,0,0,174
orchid petals,2.35,sector 49,11559.0,3,3,3,15.0,Relatively New,flat,2030.0,0,0,0,0,1,0,49
independent,1.5,sector 3,10288.0,3,3,0,2.0,Old Property,house,210.0,0,0,0,0,0,0,0
m3m soulitude,1.28,sector 89,8827.0,3,3,2,4.0,Under Construction,flat,1611.0,1,0,0,0,0,0,114
dlf the skycourt,1.5,sector 86,7776.0,3,3,1,15.0,Relatively New,flat,1550.0,0,0,0,0,0,0,159
shapoorji pallonji joyville gurugram,1.4,sector 102,11666.0,2,2,3,0.0,Relatively New,flat,1286.0,0,0,0,0,0,0,80
unitech aspen greens,7.0,sector 50,32407.0,4,4,2,2.0,Old Property,house,2160.0,0,1,0,0,0,0,29
ashiana mulberry,0.74,sohna road,6200.0,2,2,3+,12.0,New Property,flat,1344.0,0,0,0,0,0,0,67
tulip violet,1.78,sector 69,8855.0,4,4,2,10.0,Relatively New,flat,1819.0,0,0,0,1,0,2,156
sare green parc,0.75,sector 92,4820.0,3,2,2,16.0,Relatively New,flat,1556.0,0,0,0,0,0,0,0
smriti apartment,0.6,sector 56,10000.0,1,1,1,2.0,Moderately Old,flat,543.0,0,0,0,0,0,0,49
emaar gurgaon greens,1.49,sector 102,9030.0,3,3,3,10.0,Relatively New,flat,1315.0,0,0,0,0,0,2,159
bestech park view residency,0.56,sector 2,8553.0,1,1,2,7.0,Moderately Old,flat,722.0,0,0,0,0,0,0,92
unitech uniworld resorts,11.5,sector 33,24573.0,5,6,3+,4.0,Relatively New,house,4680.0,0,1,0,0,0,0,84
dlf royalton tower,6.2,sector 43,20687.0,4,4,3+,9.0,Moderately Old,flat,2712.0,0,1,0,0,0,0,7
central park flower valley,2.2,sector 33,10476.0,3,3,3,12.0,New Property,flat,1900.0,0,1,0,0,0,2,49
independent,0.37,sector 3,7923.0,1,1,1,1.0,Relatively New,house,480.0,0,0,0,0,0,0,0
independent,2.25,sector 13,6944.0,10,10,2,1.0,Old Property,house,400.0,0,0,0,0,0,0,0
independent,3.5,sector 9,13410.0,9,9,3+,3.0,Relatively New,house,2610.0,1,0,0,0,0,0,23
orris aster court premier,1.25,sector 85,5896.0,3,4,2,5.0,Relatively New,flat,1900.0,0,1,0,0,0,2,174
tata primanti,4.0,sector 72,13769.0,4,5,2,7.0,Moderately Old,flat,2629.0,0,1,0,0,0,0,38
"m m residency, krishna colony, gurgaon",0.54,sector 7,5888.0,2,2,1,3.0,Relatively New,flat,1000.0,0,0,0,0,0,0,70
m3m skywalk,2.7,sector 74,13379.0,3,3,3,13.0,New Property,flat,2018.09,0,0,1,0,0,0,92
independent,1.6,sector 8,3186.0,4,6,1,3.0,Relatively New,house,558.0,0,0,0,0,0,0,0
independent,7.0,sector 82,21605.0,4,4,3+,1.0,Relatively New,house,3240.0,1,1,0,1,0,2,49
tulip violet,1.68,sector 69,8348.0,4,4,2,1.0,Relatively New,flat,1819.0,0,0,0,1,0,0,102
mahindra aura,2.25,sector 110,9266.0,4,4,3+,2.0,Relatively New,flat,2350.0,0,1,0,0,0,0,152
corona optus,1.27,sector 37c,7231.0,3,3,3,2.0,Relatively New,flat,1595.0,0,0,0,0,1,0,49
dlf the primus,2.7,sector 82a,10481.0,4,4,3+,18.0,Moderately Old,flat,2576.09,0,1,0,0,0,0,38
suncity platinum towers,6.0,sector 28,22346.0,3,3,2,8.0,Moderately Old,flat,2983.0,0,1,0,0,0,0,31
hcbs sports ville,0.2,sohna road,4219.0,1,1,1,3.0,New Property,flat,474.042156,0,0,0,0,0,0,71
silverglades the melia,1.01,sohna road,7000.0,2,2,3,12.0,Under Construction,flat,1184.0,1,0,0,0,0,0,80
vipul lavanya,0.75,sector 81,5966.0,2,2,2,7.0,Moderately Old,flat,1397.0,0,0,0,0,0,0,37
ss almeria,1.5,sector 84,7500.0,3,3,3,2.0,New Property,flat,1849.0,0,1,0,0,0,0,108
godrej aria,1.95,sector 79,8519.0,3,4,3+,10.0,New Property,flat,1659.0,0,1,0,0,0,0,32
breez global hill view,0.35,sohna road,5600.0,2,2,2,14.0,Relatively New,flat,694.0,0,0,0,0,0,0,98
ansal sushant lok 2,3.4,sector 56,22222.0,6,6,3+,2.0,Moderately Old,house,1530.0,0,0,0,0,0,2,29
ansal height 86,0.8,sector 86,5882.0,2,2,0,1.0,Relatively New,flat,1360.0,0,0,0,0,0,0,0
signature global solera,0.36,sector 107,6569.0,2,2,1,9.0,Relatively New,flat,496.0,0,0,0,0,0,0,28
independent,4.25,sector 46,23148.0,5,4,2,3.0,Moderately Old,house,1836.0,0,0,1,0,0,2,57
sheetla enclave,0.96,sector 5,10000.0,2,4,2,3.0,Moderately Old,house,945.0,0,0,1,1,0,2,0
independent,10.0,sector 25,37037.0,5,5,3+,3.0,Moderately Old,house,9500.0,0,1,0,1,0,1,29
mvn athens,0.26,sohna road,5397.0,2,2,1,5.0,Relatively New,flat,535.0,0,0,0,0,0,0,95
tata primanti,3.21,sector 72,16050.0,3,4,3+,15.0,Relatively New,flat,2140.0,0,1,0,0,0,2,174
shapoorji pallonji joyville gurugram,1.2,sector 102,14563.0,2,2,3,0.0,Relatively New,flat,1073.0,0,0,0,0,0,0,49
pareena coban residences,1.38,sector 99a,7150.0,4,5,3+,1.0,Relatively New,flat,2150.0,0,1,0,0,1,0,49
godrej icon,1.31,sector 88a,8100.0,2,2,3+,3.0,Relatively New,flat,1463.0,1,0,0,0,0,0,102
emaar palm premier,2.1,sector 77,10500.0,3,4,3+,11.0,New Property,flat,1600.0,0,1,0,0,0,2,129
emaar emerald hills,12.5,sector 65,34722.0,4,4,3+,2.0,Relatively New,house,3600.0,1,1,0,0,0,0,56
ansal api spanish court,2.9,sector 2,18626.0,4,4,3,2.0,Relatively New,house,1557.0,0,0,1,0,0,2,49
bptp freedom park life,5.5,sector 57,8982.0,5,6,3+,19.0,Moderately Old,flat,5010.0,0,1,0,1,0,2,153
m3m golfestate,5.9,sector 65,17484.0,3,3,3,18.0,Relatively New,flat,3043.0,1,1,0,0,0,0,76
row house,0.43,sector 105,9130.0,3,3,3,2.0,Relatively New,house,1050.0,0,0,0,0,0,0,0
indiabulls centrum park,1.15,sector 110,7765.0,2,2,3,8.0,Relatively New,flat,1250.0,1,0,0,0,0,2,135
emaar palm gardens,1.4,sector 83,8139.0,3,3,3,2.0,Relatively New,flat,1387.0,1,1,1,1,0,2,174
beverley park 1,8.44,sector 43,16230.0,4,5,3,9.0,Moderately Old,flat,5000.0,0,1,0,0,0,1,117
dlf new town heights,1.3,sector 86,6735.0,3,3,3,15.0,Relatively New,flat,1715.0,0,1,0,1,0,2,49
independent,4.31,sector 25,31926.0,5,4,3,3.0,Old Property,house,1350.0,0,0,0,0,0,0,40
vipul lavanya,0.65,sector 81,5265.0,2,2,2,14.0,Moderately Old,flat,985.0,0,0,0,0,0,0,96
sonata group housing gh 24,1.65,manesar,5892.0,4,3,3,8.0,New Property,flat,3111.0,0,1,0,0,0,0,20
independent,0.6,sector 4,11696.0,3,3,1,2.0,Old Property,house,57.0,0,0,0,0,1,0,0
independent,3.25,sector 24,30374.0,4,4,3,3.0,Old Property,house,1070.0,0,0,0,0,0,0,15
ireo the corridors,1.8,sector 67a,9370.0,3,3,2,3.0,New Property,flat,1551.0,1,0,1,0,0,2,150
uphaar homes,0.45,sector 105,4736.0,3,2,1,1.0,Relatively New,flat,1056.0,0,0,0,0,0,2,44
signature global superbia,0.4,sector 95,6728.0,2,2,3,2.0,Under Construction,flat,661.0,0,0,0,0,0,0,0
vipul lavanya,1.0,sector 81,8000.0,2,2,2,7.0,Relatively New,flat,1131.0,0,0,0,0,0,0,31
dlf regal gardens,1.8,sector 90,7223.0,4,4,3+,7.0,Moderately Old,flat,2005.0,0,0,0,0,0,0,38
ambience creacions,1.75,sector 22,12700.0,2,2,2,11.0,Under Construction,flat,1249.0,0,0,0,0,0,0,57
dlf the primus,2.85,sector 82a,10936.0,4,4,3+,2.0,New Property,flat,2179.0,0,1,0,0,0,1,174
m3m skycity,1.8,sector 65,13700.0,2,2,3,13.0,New Property,flat,1456.0,0,0,0,0,0,0,73
independent,0.62,sector 13,3588.0,6,6,0,3.0,Old Property,house,192.0,0,0,0,0,0,0,0
godrej nature plus,1.55,sector 33,9955.0,3,2,3+,8.0,New Property,flat,1730.0,0,0,0,0,0,0,43
dlf alameda,17.0,sector 73,35109.0,5,8,3,3.0,Relatively New,house,9000.0,1,1,1,1,0,1,87
emaar palm gardens,1.75,sector 83,9210.0,3,3,3,6.0,Relatively New,flat,1549.0,0,1,0,0,0,2,105
tulsiani easy in homes,0.4,sohna road,7920.0,2,2,3,9.0,Under Construction,flat,561.0,0,0,0,0,0,0,36
signature global solera,0.28,sector 107,5725.0,2,2,2,10.0,Relatively New,flat,543.0,0,0,0,0,0,0,38
ireo the corridors,1.3,sector 67a,10031.0,2,2,2,1.0,New Property,flat,1296.0,0,0,0,0,0,0,55
bptp terra,1.45,sector 37d,8006.0,3,3,3,9.0,Relatively New,flat,1639.0,0,0,0,0,0,0,107
bptp terra,1.79,sector 37d,8983.0,4,3,3,15.0,Relatively New,flat,1808.0,0,0,0,0,1,2,37
la vida by tata housing,1.38,sector 113,12000.0,2,2,3,8.0,New Property,flat,1350.0,1,0,0,0,0,0,174
ireo the grand arch,4.85,sector 58,16934.0,4,5,3,23.0,Relatively New,flat,3182.0,1,1,0,1,1,2,49
ss aaron ville,6.5,sector 49,18808.0,5,5,2,2.0,Relatively New,house,3456.0,1,1,0,1,0,2,28
sare homes,1.19,sector 92,5219.0,4,3,3,14.0,Relatively New,flat,2533.0,0,1,0,0,0,0,100
smriti apartment,0.52,sector 56,10666.0,1,1,1,1.0,Old Property,flat,475.0,0,0,0,0,0,0,34
unitech the residences,1.35,sector 33,8737.0,3,4,2,8.0,Moderately Old,flat,1398.0,0,1,0,0,0,0,49
godrej nature plus,1.35,sector 33,8670.0,3,2,3+,17.0,New Property,flat,1409.0,0,0,0,0,0,0,38
mapsko casa bella,1.25,sector 82,6377.0,3,4,3+,8.0,Under Construction,flat,1774.0,0,0,0,0,0,0,54
independent,3.6,sector 10a,19608.0,3,4,3,3.0,Moderately Old,house,1836.0,0,0,0,1,0,2,28
alpha corp gurgaonone,1.15,sector 84,7496.0,2,2,3,8.0,Relatively New,flat,1361.0,1,0,0,0,0,2,37
tarc maceo,1.75,sector 91,11121.0,4,3,3+,8.0,Relatively New,flat,2107.0,1,1,1,1,0,0,128
breez global heights,0.46,sohna road,6478.0,2,2,2,6.0,Relatively New,flat,789.0,0,0,0,0,0,1,49
emaar palm gardens,1.38,sector 83,8023.0,3,3,3,5.0,Relatively New,flat,1350.0,0,1,0,0,0,2,8
sare homes,0.95,sector 92,4750.0,4,3,2,17.0,New Property,flat,1983.0,0,0,0,0,0,2,7
smart world gems,1.0,sector 89,9007.0,2,2,3,3.0,New Property,flat,1233.0,1,0,0,0,1,0,99
rattan garden,1.3,sector 7,13499.0,2,3,2,3.0,Old Property,house,963.0,0,0,0,0,0,0,0
indiabulls centrum park,2.45,sector 103,8521.0,4,6,3,5.0,Relatively New,flat,2602.0,0,1,0,0,0,0,38
the close north,2.35,sector 50,11767.0,3,3,3+,8.0,Moderately Old,flat,1950.0,0,0,0,0,0,2,165
independent,3.5,sector 31,24155.0,4,3,3,2.0,Moderately Old,house,1449.0,0,0,1,0,0,2,81
m3m soulitude,1.14,sector 89,8000.0,3,3,2,2.0,Under Construction,flat,1581.0,1,0,0,0,0,0,77
lig flat,1.5,sector 40,5556.0,1,1,0,0.0,Moderately Old,flat,300.0,0,0,0,0,0,0,0
g l s arawali homes,0.26,sohna road,4513.0,2,2,2,1.0,Moderately Old,flat,521.0,0,0,0,0,0,0,0
signature the roselia,0.41,sector 95,7293.0,2,2,2,12.0,New Property,flat,670.0,0,0,0,0,0,2,93
raheja navodaya,0.85,sector 92,5407.0,3,3,0,0.0,Relatively New,flat,1423.0,0,0,0,0,0,0,88
independent,2.9,sector 23,11600.0,4,4,3,2.0,Relatively New,house,2500.0,0,1,0,0,0,2,43
godrej,1.12,sector 79,7146.0,2,2,3,6.0,Relatively New,flat,1325.0,1,0,0,0,0,0,49
satya the hermitage,3.15,sector 103,6702.0,4,5,0,12.0,Relatively New,house,4700.0,0,0,0,0,0,0,61
m3m woodshire,0.9,sector 107,5867.0,2,2,3,8.0,Relatively New,flat,1281.0,1,0,0,0,0,2,74
signature global synera,0.45,sector 81,7525.0,2,2,2,6.0,Relatively New,flat,664.0,0,0,1,0,0,2,39
alpha corp gurgaonone,0.85,sector 84,6692.0,2,2,3,6.0,Relatively New,flat,1158.0,0,0,0,0,0,2,28
independent,1.5,sector 12,11111.0,5,5,2,3.0,Old Property,house,1350.0,0,0,0,0,0,0,16
shree arihant apartment,1.55,sector 54,7380.0,3,3,3+,3.0,Moderately Old,flat,2000.0,0,0,0,1,1,2,125
tata primanti,5.0,sector 72,11111.0,4,4,3+,2.0,Moderately Old,flat,4500.0,1,1,0,1,1,2,174
sbr apartment,0.68,manesar,4456.0,3,3,3,2.0,Moderately Old,flat,1526.0,0,0,0,0,0,0,0
unitech espace,7.35,sector 50,41761.0,4,4,3+,3.0,Moderately Old,house,1760.0,0,1,0,1,0,2,52
ace palm floors,0.97,sector 89,7863.0,2,2,2,1.0,New Property,flat,1371.0,1,0,0,0,0,0,28
orris aster court premier,1.38,sector 85,6509.0,3,4,2,6.0,Relatively New,flat,1616.0,0,1,0,0,0,0,76
orris aster court premier,1.25,sector 85,5896.0,3,4,2,6.0,Relatively New,flat,1616.0,0,1,0,0,0,2,49
shree vardhman flora,0.65,sector 90,4961.0,2,2,3,11.0,Relatively New,flat,1225.0,1,0,0,0,0,2,49
spaze privvy the address,1.25,sector 93,6900.0,3,4,2,12.0,Relatively New,flat,1350.0,0,0,0,0,0,2,96
ireo skyon,3.75,sector 60,13392.0,4,4,3,12.0,Relatively New,flat,2650.0,0,1,0,0,0,2,49
unitech fresco,1.8,sector 50,9589.0,3,4,3+,6.0,Moderately Old,flat,1870.0,0,1,0,0,0,2,174
ss aaron ville,6.75,sector 49,19737.0,5,4,2,2.0,Old Property,house,3420.0,1,1,1,0,0,0,78
independent,4.0,sector 38,21786.0,6,6,3+,4.0,Old Property,house,1836.0,1,1,0,1,1,2,137
suposhaa smartworld orchard,2.17,sector 61,14000.0,3,3,3,1.0,Under Construction,flat,1721.0,0,0,0,0,0,0,0
paras dews,1.35,sector 106,7297.0,4,4,3+,18.0,Relatively New,flat,2100.0,0,1,0,1,0,2,174
independent,5.3,sector 43,27390.0,3,9,3+,3.0,Moderately Old,house,1935.0,0,1,0,0,0,2,71
signature global city 37d ph 2,1.07,sector 37d,8237.0,3,3,2,2.0,Under Construction,flat,1450.0,0,0,0,0,0,0,86
ats triumph,2.65,sector 104,8412.0,4,4,3+,14.0,Relatively New,flat,2898.0,0,1,0,0,0,2,21
deepak minda,1.25,manesar,4716.0,3,3,3+,6.0,Moderately Old,flat,2944.0,0,1,0,0,0,0,44
la vida by tata housing,1.32,sector 113,10344.0,2,2,2,3.0,Relatively New,flat,1199.0,0,0,0,0,0,0,49
independent,0.75,sector 3 phase 3 extension,6410.0,2,2,0,1.0,Moderately Old,house,130.0,0,0,0,0,0,0,0
shree vardhman victoria,1.65,sector 70,8461.0,3,5,3,6.0,Relatively New,flat,1527.0,0,1,0,1,0,0,167
experion windchants,5.49,sector 112,11584.0,4,5,3+,5.0,Relatively New,flat,3655.35,0,1,0,0,0,2,168
dlf the ultima,2.28,sector 81,10841.0,3,3,3+,14.0,Relatively New,flat,1750.0,0,1,0,0,0,1,49
paras dews,1.2,sector 106,11605.0,3,3,3,12.0,Relatively New,flat,1145.0,1,0,0,0,0,0,158
signature global grand iva,0.23,sector 103,6527.0,1,1,1,4.0,Relatively New,flat,400.0,0,0,0,0,0,0,23
ansal heights 86,0.87,sector 86,5367.0,2,2,1,12.0,New Property,flat,1231.0,0,0,0,0,1,2,45
godrej nature plus,1.25,sector 33,9025.0,2,2,3,17.0,Under Construction,flat,1385.0,0,0,0,0,0,0,56
ansal maple heights,1.5,sector 43,12658.0,3,3,3+,7.0,Old Property,flat,1385.0,0,0,1,0,0,2,174
antriksh heights,0.69,sector 84,5111.0,2,2,3+,8.0,Relatively New,flat,1222.0,1,0,0,0,0,0,59
dlf the arbour,7.8,sector 63,19747.0,4,4,0,6.0,New Property,flat,3950.0,0,0,0,0,0,0,61
ardee city,5.5,sector 52,20370.0,9,9,3+,3.0,Moderately Old,house,2700.0,0,1,0,1,1,2,26
tulip purple,1.8,sector 69,9000.0,4,5,3+,4.0,Relatively New,flat,2200.0,0,1,0,0,0,0,165
ats triumph,1.95,sector 104,8515.0,3,3,3+,3.0,New Property,flat,2544.0,0,1,0,0,0,0,69
m3m soulitude,1.0,sector 89,9066.0,2,2,2,2.0,New Property,flat,1226.0,1,0,0,0,0,0,49
shree vardhman victoria,1.65,sector 70,8461.0,3,4,3,5.0,Relatively New,flat,1527.0,0,1,0,0,1,2,49
professional society,0.75,manesar,3067.0,3,4,3,3.0,Relatively New,flat,2717.0,0,1,0,0,0,0,21
independent,0.38,sector 12,4222.0,3,3,3,3.0,Relatively New,house,900.0,0,0,0,0,0,0,0
independent,8.5,sector 45,26235.0,5,4,2,1.0,Moderately Old,house,3240.0,0,1,0,1,0,2,49
parsvnath green ville,1.6,sector 48,8376.0,3,3,3,13.0,Old Property,flat,1700.0,0,0,0,0,1,2,119
bptp pedestal,1.6,sector 70a,10158.0,3,3,3,2.0,New Property,flat,1750.0,0,1,0,0,1,0,77
independent,3.6,sector 91,14815.0,4,4,3,2.0,New Property,house,2430.0,0,0,0,0,0,2,49
emaar mgf the palm drive,2.99,sector 66,14950.0,3,3,3,7.0,Relatively New,flat,2000.0,0,1,0,0,0,2,49
conscient elevate,3.9,sector 59,16993.0,3,1,0,0.0,Under Construction,flat,2295.0,0,0,0,0,0,0,0
signature global solera,0.28,sector 107,5674.0,2,2,2,11.0,Relatively New,flat,543.0,0,0,0,0,0,0,29
sbtl caladium,1.63,sector 109,6404.0,3,3,2,8.0,Relatively New,flat,2303.0,0,1,0,0,0,0,159
ireo the corridors,2.08,sector 67a,12044.0,3,3,2,6.0,Under Construction,flat,1563.0,0,0,0,0,1,0,55
paras irene,1.2,sector 70a,8450.0,2,2,3,6.0,Moderately Old,flat,1285.0,0,0,0,0,0,0,42
bestech park view grand spa,3.3,sector 81,12222.0,4,5,3+,4.0,Relatively New,flat,3070.0,1,1,0,0,0,2,174
raj villas,8.0,sector 52,25543.0,6,5,3+,4.0,Moderately Old,house,3132.0,0,0,0,0,0,0,0
m3m golf hills,1.45,sector 79,10211.0,2,2,3,15.0,Under Construction,flat,1578.0,0,0,0,0,0,0,67
smart world gems,0.95,sector 89,8903.0,2,2,2,1.0,Under Construction,flat,804.0,1,0,0,0,0,0,122
not applicable,2.2,sector 11,12222.0,4,3,2,1.0,Old Property,house,1800.0,1,0,0,1,0,0,24
independent,2.4,sector 46,2963.0,4,4,3,3.0,Moderately Old,house,900.0,0,0,1,0,0,2,44
raheja vedaanta,0.85,sector 108,4637.0,3,3,2,2.0,Relatively New,flat,1500.0,0,1,0,0,0,0,65
godrej habitat,1.35,sector 3,12784.0,2,2,0,4.0,Old Property,flat,1056.0,0,0,0,0,0,0,60
unitech south park,1.13,sector 70,7000.0,3,3,2,1.0,Under Construction,flat,1457.0,0,0,0,0,0,0,46
eldeco mansionz,5.15,sector 48,18885.0,5,7,3,2.0,Moderately Old,house,2727.0,0,1,0,1,0,2,145
godrej summit,0.85,sector 104,5878.0,2,2,3+,10.0,Relatively New,flat,1269.0,1,0,0,0,0,0,79
smart world gems,0.86,sector 89,7796.0,2,3,3,4.0,Under Construction,flat,998.0,0,0,0,0,0,0,45
palam vihar extension west zone rwa,0.4,sector 2,4444.0,3,4,2,2.0,Moderately Old,house,900.0,0,0,0,0,0,0,36
rof ananda,0.31,sector 95,5644.0,2,2,1,5.0,Relatively New,flat,610.0,0,0,0,1,0,2,74
apna enclave,0.5,sector 3,7692.0,2,2,1,1.0,Old Property,flat,722.0,0,0,0,0,0,2,37
ashiana apartment,0.16,sector 23,2051.0,2,2,2,1.0,Moderately Old,flat,706.0,0,0,0,0,0,0,0
vatika the seven lamps,0.89,sector 82,8850.0,2,2,2,14.0,Relatively New,flat,1202.0,1,0,0,0,0,2,129
independent,1.3,sector 105,11556.0,3,3,1,1.0,Moderately Old,house,1125.0,0,0,0,0,0,0,0
ireo skyon,2.5,sector 60,16129.0,2,3,2,4.0,Relatively New,flat,1403.0,1,0,0,0,0,0,100
tata primanti,8.6,sector 72,12286.0,4,5,3+,3.0,Relatively New,house,7000.0,0,0,0,0,0,2,30
imperia the esfera,0.86,sector 37c,5449.0,2,3,3,9.0,Relatively New,flat,1442.0,1,0,0,0,1,0,49
sbtl caladium,1.2,sector 109,6382.0,3,2,2,8.0,Relatively New,flat,1701.0,0,0,0,0,0,0,151
ats tourmaline,1.4,sector 109,8000.0,3,3,3+,8.0,Relatively New,flat,1466.0,0,0,1,0,0,0,119
signature the serenas,0.45,sohna road,8474.0,2,2,1,10.0,New Property,flat,590.0,0,0,0,0,0,0,23
signature global park,0.72,sohna road,5991.0,2,2,3,3.0,Relatively New,flat,1095.0,0,0,0,1,0,0,158
independent,6.0,sector 26,33333.0,3,5,3+,3.0,Old Property,house,1800.0,0,0,0,0,0,2,9
antriksh heights,0.9,sector 84,4931.0,3,3,3,11.0,Relatively New,flat,1652.0,0,0,0,0,0,0,87
central park 2 bellevue,5.0,sector 48,11627.0,3,4,3,14.0,Moderately Old,flat,4778.0,0,0,0,0,0,0,82
m3m heights,2.78,sector 65,15200.0,3,3,3,44.0,Relatively New,flat,1828.95,0,0,0,0,0,0,56
tata primanti,4.0,sector 72,13769.0,4,5,3+,9.0,Relatively New,flat,2800.0,0,1,0,0,0,2,165
dlf the ultima,2.12,sector 81,10080.0,3,3,3+,9.0,Relatively New,flat,1650.0,1,1,0,1,1,1,49
unitech palms south city 1,9.25,sector 41,28549.0,9,9,3+,4.0,Moderately Old,house,5000.0,1,1,1,1,0,2,65
ramsons kshitij,0.29,sector 95,5178.0,2,2,2,14.0,Relatively New,flat,507.0,0,0,0,0,0,0,50
ambience creacions,3.99,sector 22,12912.0,3,5,3+,3.0,New Property,flat,2796.0,0,1,0,0,0,1,102
afnhb jalvayu vihar,0.69,sector 30,7272.0,2,2,1,3.0,Old Property,flat,896.0,0,0,0,0,0,0,65
smart world orchard,1.7,sector 61,15178.0,2,2,2,4.0,Under Construction,flat,1244.0,1,0,0,0,0,0,127
international city by sobha phase 2,9.5,sector 109,26389.0,7,6,3,3.0,Relatively New,house,3600.0,1,1,0,1,0,0,138
signature global park,0.54,sohna road,7248.0,2,1,3,1.0,New Property,flat,828.0,0,0,0,0,0,0,65
vatika the seven lamps,1.6,sector 82,6597.0,4,5,3+,8.0,Relatively New,flat,2195.0,0,1,0,0,0,0,133
m3m woodshire,1.32,sector 107,6330.0,3,3,3,10.0,Relatively New,flat,1758.0,0,0,0,0,0,0,117
signature global city 63a,1.65,sector 63a,15263.0,2,2,2,1.0,Under Construction,flat,978.0,0,0,0,0,0,0,0
independent,1.55,sohna road,14720.0,2,3,2,1.0,New Property,house,1053.0,1,0,0,1,0,2,49
bptp mansions park prime,2.7,sector 66,9768.0,4,4,3,6.0,Relatively New,flat,2501.0,0,1,0,0,1,0,13
ardee city,1.55,sector 52,7381.0,4,4,3,1.0,Moderately Old,flat,2100.0,0,0,0,0,0,0,0
ansal sushant residency,1.5,sector 57,6775.0,3,2,3+,1.0,Moderately Old,flat,273.0,0,0,0,0,0,0,87
smart world gems,0.9,sector 89,8159.0,2,2,2,2.0,New Property,flat,998.0,1,0,0,0,1,0,44
sare crescent parc,0.51,sector 92,4080.0,3,2,2,2.0,Relatively New,flat,1131.0,0,0,0,0,0,0,72
puri diplomatic greens,2.65,sector 111,13589.0,3,4,2,7.0,Relatively New,flat,2086.0,0,1,0,0,0,2,159
suncity avenue,0.48,sector 102,9022.0,2,2,1,5.0,Relatively New,flat,582.0,0,0,1,0,0,0,159
sare crescent parc,0.92,sector 92,4854.0,4,5,3+,14.0,Moderately Old,flat,1895.0,0,0,0,0,0,2,131
ramsons kshitij,0.4,sector 95,5839.0,3,2,2,6.0,New Property,flat,761.0,0,0,0,0,0,0,0
umang monsoon breeze,0.95,sector 78,5491.0,3,3,2,9.0,Relatively New,flat,1730.0,0,0,0,0,0,2,65
nbcc heights,0.75,sector 89,6578.0,2,2,2,6.0,Moderately Old,flat,1032.0,0,0,0,0,0,0,0
hcbs sports ville,0.32,sohna road,6165.0,2,2,2,2.0,New Property,flat,577.0,0,0,0,0,0,0,37
green court,0.45,sector 90,7188.0,2,2,1,2.0,New Property,flat,696.0,0,0,0,0,0,2,42
independent,0.34,sector 110,6800.0,1,1,0,1.0,Relatively New,house,500.0,0,0,0,0,0,0,0
bptp visionnaire,4.7,sector 70a,18008.0,4,4,3+,3.0,New Property,house,2610.0,0,0,0,0,1,0,35
ss,2.1,sector 85,7467.0,4,4,3,2.0,Relatively New,flat,2600.0,0,0,0,0,0,0,49
international city by sobha phase 1,5.5,sector 109,21603.0,4,4,3+,2.0,New Property,house,2430.0,0,1,0,0,0,0,61
prasha apartments,0.75,manesar,3309.0,3,3,3+,3.0,Moderately Old,flat,1914.0,0,1,0,0,0,0,31
shree vardhman flora,1.3,sector 90,5252.0,4,5,2,9.0,Relatively New,flat,2134.0,1,1,0,0,0,0,110
godrej,1.29,sector 79,8206.0,2,2,3,4.0,New Property,flat,1423.0,0,0,0,0,0,0,0
m3m the marina,1.02,sector 68,8095.0,2,2,2,11.0,Relatively New,flat,1250.0,0,0,0,0,1,2,49
signature global city 63a,1.4,sector 63a,11336.0,2,2,2,3.0,Under Construction,flat,1372.0,0,0,0,0,1,0,0
godrej,1.3,sector 79,8269.0,2,2,3,3.0,New Property,flat,1423.0,1,0,0,0,0,0,49
breez global heights,0.21,sohna road,5329.0,1,1,1,2.0,Relatively New,flat,438.0,0,0,0,0,0,0,21
sare homes,0.65,sector 92,4587.0,3,3,2,3.0,Relatively New,flat,1574.0,0,0,0,0,0,0,6
